"","Code","Name","Municipality","Ownership","Applications","Vacancies"
"1","08000013","Escola Francesc Platón i Sartí","Abrera","Public",39,50
"1235","08059822","Escola Ernest Lluch","Abrera","Public",60,50
"1360","08067132","Escola Josefina Ibáñez","Abrera","Public",24,25
"1658","25000067","Escola Macià-Companys","Agramunt","Public",31,50
"1659","25000080","Mare de Déu del Socós","Agramunt","Charter",12,25
"13","08000359","Escola La Muntanya","Aiguafreda","Public",28,50
"1783","43000020","Escola Sant Miquel","Aiguamúrcia","Public",1,25
"1940","43006174","Escola Les Moreres","Aiguamúrcia","Public",4,8
"1420","17000032","Escola Vilademany","Aiguaviva","Public",11,12
"1670","25000730","Escola Francesc Feliu","Aitona","Public",23,23
"1612","17006940","Escola de Lliurona","Albanyà","Public",2,2
"1660","25000158","Escola Sant Salvador","Albatàrrec","Public",14,25
"1661","25000161","Escola L'Àlber","Albesa","Public",18,25
"1916","43005297","Escola Joan Perucho","Albinyana","Public",11,25
"1784","43000081","Escola Joan Baptista Serra","Alcanar","Public",79,75
"1662","25000195","Escola Comtes de Torregrossa","Alcarràs","Public",58,48
"1773","25008893","Escola Parc del Saladar","Alcarràs","Public",57,72
"1663","25000225","Escola Mare de Déu del Carme","Alcoletge","Public",45,50
"1785","43000135","Escola Mare de Déu del Remei","Alcover","Public",47,50
"2","08000049","Escola Fabra","Alella","Public",45,50
"1244","08061063","Escola La Serreta","Alella","Public",16,25
"1750","25005119","Escola Pinyana","Alfarràs","Public",24,23
"1786","43000214","Escola Josep Fusté","Alforja","Public",15,25
"1751","25005120","Escola Teresa Bergadà","Alguaire","Public",26,50
"1664","25000341","Escola Antònia Simó Arnó","Almacelles","Public",43,50
"1767","25007992","Escola d'Almenar","Almenar","Public",35,50
"1917","43005327","Escola Ramon Sugrañes","Almoster","Public",12,25
"1422","17000071","Escola Bac de Cerdanya","Alp","Public",17,14
"1665","25000468","Escola Doctor Serés","Alpicat","Public",38,50
"1787","43000251","Escola La Portalada","Altafulla","Public",44,50
"1978","43010402","Escola El Roquissar","Altafulla","Public",27,25
"1423","17000093","Escola Gaspar de Queralt","Amer","Public",22,25
"1789","43000275","Escola Miquel Granell","Amposta","Public",54,50
"1790","43000299","Sagrat Cor","Amposta","Charter",31,50
"1915","43005224","Escola Mestre Agustí Barberà","Amposta","Public",36,50
"1941","43006186","Escola Soriano Montagut","Amposta","Public",29,50
"1985","43010773","Escola Consol Ferré","Amposta","Public",53,50
"1425","17000135","Escola Pompeu Fabra","Anglès","Public",45,50
"1426","17000147","FEDAC - Anglès","Anglès","Charter",15,20
"1666","25000584","Escola Santa Creu","Anglesola","Public",17,22
"1667","25000602","Escola Albirka","Arbeca","Public",12,25
"1427","17000160","Escola Doctor Carulla","Arbúcies","Public",46,50
"1428","17000184","Vedruna","Arbúcies","Charter",18,22
"4","08000131","La Presentació","Arenys de Mar","Charter",43,50
"5","08000153","Escola Joan Maragall","Arenys de Mar","Public",49,50
"1222","08058519","Escola Sinera","Arenys de Mar","Public",43,50
"6","08000165","Escola Sant Martí","Arenys de Munt","Public",37,50
"1205","08055890","Escola Sobirans","Arenys de Munt","Public",33,25
"7","08000189","Escola Bernat de Riudemeia","Argentona","Public",29,25
"1036","08039598","Escola Sant Miquel del Cros","Argentona","Public",6,22
"1239","08060319","Escola Les Fonts","Argentona","Public",24,25
"1397","08073958","Escola Nova Argentona","Argentona","Public",42,50
"8","08000220","Vedruna","Artés","Charter",14,25
"9","08000244","Escola Doctor Ferrer","Artés","Public",42,50
"1668","25000626","Escola Els Til.lers","Artesa de Lleida","Public",8,25
"1669","25000638","Escola Els Planells","Artesa de Segre","Public",30,50
"1793","43000433","Escola Sant Miquel","Ascó","Public",15,25
"10","08000271","Escola Santa Maria d'Avià","Avià","Public",25,25
"11","08000323","Escola Barnola","Avinyó","Public",24,25
"1430","17000251","Escola Gonçal Comellas","Avinyonet de Puigventós","Public",10,12
"12","08000347","Escola d'Avinyonet del Penedès","Avinyonet del Penedès","Public",9,11
"14","08000372","Escola Sant Jordi","Badalona","Public",14,25
"15","08000384","Escola Lola Anglada","Badalona","Public",61,50
"16","08000396","Escola Ventós i Mir","Badalona","Public",8,50
"17","08000402","Escola Feliu i Vegués","Badalona","Public",35,50
"18","08000414","Escola Alexandre Galí","Badalona","Public",22,25
"19","08000499","Sant Domènec Savio","Badalona","Charter",60,75
"20","08000517","Sant Andreu","Badalona","Charter",55,75
"21","08000578","Nen Jesús de Praga","Badalona","Charter",18,22
"22","08000608","Montserrat","Badalona","Charter",22,25
"23","08000670","Mare de Déu de la Salut","Badalona","Charter",19,25
"24","08000700","Maristes Champagnat","Badalona","Charter",39,75
"25","08000761","Badalonès","Badalona","Charter",68,75
"26","08000827","Jesús Maria","Badalona","Charter",52,50
"27","08000864","Cultural","Badalona","Charter",37,50
"28","08000918","Cultural","Badalona","Charter",44,47
"29","08000921","Arrels-Esperança","Badalona","Charter",99,100
"30","08000943","Garbí Pere Vergés","Badalona","Charter",55,50
"31","08000967","Betúlia","Badalona","Charter",13,25
"32","08000979","López Torrejón","Badalona","Charter",11,24
"33","08000980","Ramiro de Maeztu","Badalona","Charter",17,25
"34","08001029","Boix","Badalona","Charter",20,25
"35","08001030","Cultural Fluvià","Badalona","Charter",22,25
"36","08001066","Maria Ward","Badalona","Charter",48,50
"37","08001108","Mare de Déu de l'Assumpció","Badalona","Charter",79,75
"38","08001133","Arrels-Blanquerna","Badalona","Charter",22,25
"39","08001145","Lestonnac","Badalona","Charter",33,44
"40","08001157","Minguella","Badalona","Charter",34,50
"41","08001170","Santíssima Trinitat","Badalona","Charter",28,25
"42","08001297","Laietània","Badalona","Charter",24,25
"43","08001391","Escola Planas i Casals","Badalona","Public",36,50
"44","08001509","Escola Antoni Botey","Badalona","Public",53,44
"895","08033857","Escola Baldomer Solà","Badalona","Public",25,22
"929","08034953","Escola Llibertat","Badalona","Public",23,25
"930","08034965","Escola Margarida Xirgu","Badalona","Public",31,50
"938","08035398","Escola Miguel Hernández","Badalona","Public",12,22
"939","08035404","Escola Joan Miró","Badalona","Public",23,22
"940","08035416","Escola Josep Boada","Badalona","Public",27,44
"952","08035854","Escola Llorens i Artigas","Badalona","Public",34,50
"953","08035878","Escola Pere de Tera","Badalona","Public",27,25
"964","08036135","Escola Joan Coret","Badalona","Public",51,50
"965","08036147","Escola Pau Picasso","Badalona","Public",30,50
"967","08036342","Escola Joan Llongueras","Badalona","Public",24,24
"984","08037875","Escola Rafael Casanova","Badalona","Public",57,50
"985","08037887","Escola Baldiri Reixac","Badalona","Public",28,22
"986","08037899","Escola Folch i Torres","Badalona","Public",24,25
"1025","08039422","Escola Rafael Alberti","Badalona","Public",12,22
"1057","08040345","Escola Mercè Rodoreda","Badalona","Public",34,25
"1063","08041167","Escola Josep Carner","Badalona","Public",52,50
"1071","08041568","Escola Jungfrau","Badalona","Public",59,50
"1072","08041571","Escola Artur Martorell","Badalona","Public",41,50
"1073","08041581","Escola Gitanjali","Badalona","Public",21,25
"1143","08044296","Escola Salvador Espriu","Badalona","Public",40,50
"1149","08044508","Escola Ítaca","Badalona","Public",21,22
"1226","08059639","Escola Progrés","Badalona","Public",65,50
"1271","08061348","Escola Bufalà","Badalona","Public",41,50
"1374","08068331","Escola Badalona Port","Badalona","Public",23,25
"1375","08068343","Escola Les Ciències","Badalona","Public",8,25
"1379","08069748","Escola Montigalà","Badalona","Public",26,25
"761","08028916","Escola Las Seguidillas","Badia del Vallès","Public",33,44
"762","08028928","Escola La Jota","Badia del Vallès","Public",43,46
"763","08028941","Escola La Sardana","Badia del Vallès","Public",31,25
"45","08001522","Escola Galceran de Pinós","Bagà","Public",9,20
"1671","25000778","Escola Gaspar de Portolà","Balaguer","Public",46,50
"1672","25000781","Escola Àngel Guimerà","Balaguer","Public",18,22
"1673","25000811","Escola Pia de Balaguer","Balaguer","Charter",25,25
"1674","25000821","Vedruna Balaguer","Balaguer","Charter",67,50
"1675","25000857","Escola La Noguera","Balaguer","Public",23,23
"1771","25008789","Escola Mont-roig","Balaguer","Public",24,25
"46","08001534","Escola Joan XXIII","Balenyà","Public",27,50
"47","08001583","Escola Guillem de Balsareny","Balsareny","Public",17,25
"1909","43005133","Escola Mare de Déu del Priorat","Banyeres del Penedès","Public",27,50
"1432","17000329","Escola Pla de l'Ametller","Banyoles","Public",38,46
"1433","17000342","Escola Baldiri Reixac","Banyoles","Public",31,46
"1602","17005182","Escola Can Puig","Banyoles","Public",47,46
"1613","17006952","Escola La Draga","Banyoles","Public",61,46
"1649","17009345","Escola Camins","Banyoles","Public",51,46
"733","08028229","Escola Elisa Badia","Barberà del Vallès","Public",52,50
"734","08028254","Escola Can Llobet","Barberà del Vallès","Public",50,50
"894","08033602","Escola Can Serra","Barberà del Vallès","Public",45,50
"1041","08039641","Escola Pablo Picasso","Barberà del Vallès","Public",32,50
"1066","08041210","Escola del Bosc","Barberà del Vallès","Public",33,50
"1265","08061142","Escola Miquel Martí i Pol","Barberà del Vallès","Public",65,50
"1367","08067582","Escola Marta Mata","Barberà del Vallès","Public",27,25
"48","08001595","Escola Baixeras","Barcelona","Public",21,22
"49","08001601","Escola Parc de la Ciutadella","Barcelona","Public",30,22
"50","08001649","Escola Mossèn Jacint Verdaguer","Barcelona","Public",36,44
"51","08001650","Escola El Polvorí","Barcelona","Public",5,22
"52","08001674","Escola Can Clos","Barcelona","Public",7,22
"53","08001716","Escola Dolors Monserdà-Santapau","Barcelona","Public",53,50
"54","08001731","Escola Poeta Foix","Barcelona","Public",18,50
"55","08001777","Escola Ramon Llull","Barcelona","Public",31,50
"56","08001789","Escola Cervantes","Barcelona","Public",38,22
"57","08001790","Escola Pere Vila","Barcelona","Public",31,50
"58","08001807","Escola de la Concepció","Barcelona","Public",23,26
"59","08001819","Escola Collaso i Gil","Barcelona","Public",43,44
"60","08001820","Escola Milà i Fontanals","Barcelona","Public",40,44
"61","08001832","Escola Castella","Barcelona","Public",23,22
"62","08001856","Escola Drassanes","Barcelona","Public",32,44
"63","08001868","Escola Rubén Darío","Barcelona","Public",32,22
"64","08001911","Escola Els Llorers","Barcelona","Public",49,50
"65","08001923","Escola Diputació","Barcelona","Public",60,50
"66","08001947","Escola Mallorca","Barcelona","Public",44,50
"67","08002009","Escola Francesc Macià","Barcelona","Public",13,22
"68","08002010","Escola Lluís Vives","Barcelona","Public",23,25
"69","08002022","Escola Cal Maiol","Barcelona","Public",32,25
"70","08002034","Escola Miquel Bleach","Barcelona","Public",13,22
"71","08002058","Escola Pràctiques","Barcelona","Public",59,50
"72","08002061","Escola Jaume I","Barcelona","Public",73,75
"73","08002071","Escola Gayarre","Barcelona","Public",13,25
"74","08002113","Escola Rius i Taulet","Barcelona","Public",32,50
"75","08002174","Escola Baldiri Reixac","Barcelona","Public",29,25
"76","08002186","Escola Mare de Déu de Montserrat","Barcelona","Public",18,25
"77","08002198","Escola La Farigola de Vallcarca","Barcelona","Public",31,25
"78","08002204","Escola Montseny","Barcelona","Public",37,25
"79","08002216","Escola Josep Maria de Sagarra","Barcelona","Public",20,25
"80","08002277","Escola Calderón de la Barca","Barcelona","Public",48,50
"81","08002290","Escola Emili Juncadella","Barcelona","Public",16,25
"82","08002320","Escola Ciutat Comtal","Barcelona","Public",12,22
"83","08002344","Escola El Turó","Barcelona","Public",23,22
"84","08002368","Escola Timbaler del Bruc","Barcelona","Public",25,25
"85","08002393","Escola L'Arc de Sant Martí","Barcelona","Public",7,22
"86","08002411","Escola Baró de Viver","Barcelona","Public",10,22
"87","08002447","Escola Ramón y Cajal","Barcelona","Public",39,26
"88","08002459","Escola Elisenda de Montcada","Barcelona","Public",27,44
"89","08002484","Escola Aiguamarina","Barcelona","Public",19,22
"90","08002526","Escola Tibidabo","Barcelona","Public",25,25
"91","08002538","Escola Víctor Català","Barcelona","Public",63,50
"92","08002551","Escola Molí de Finestrelles","Barcelona","Public",28,50
"93","08002563","Escola La Mar Bella","Barcelona","Public",25,52
"94","08002575","Escola La Pau","Barcelona","Public",9,22
"95","08002587","Escola Concepción Arenal","Barcelona","Public",18,22
"96","08002599","Escola Eduard Marquina","Barcelona","Public",13,22
"97","08002617","Escola Rambleta del Clot","Barcelona","Public",52,52
"98","08002629","Escola Les Acàcies","Barcelona","Public",52,52
"99","08002630","Escola Els Porxos","Barcelona","Public",16,25
"100","08002642","Escola Poblenou","Barcelona","Public",23,50
"101","08002654","Escola Prim","Barcelona","Public",20,22
"102","08002678","Escola Ausiàs March","Barcelona","Public",10,12
"103","08002681","Escola Duran i Bas","Barcelona","Public",62,50
"104","08002721","Escola Font d'en Fargas","Barcelona","Public",39,50
"105","08002733","Escola Miralletes","Barcelona","Public",28,25
"106","08002745","Escola El Carmel","Barcelona","Public",25,44
"107","08002770","Escola Àgora","Barcelona","Public",29,25
"108","08002800","Escola Mas Casanovas","Barcelona","Public",11,15
"109","08002873","Escola Bac de Roda","Barcelona","Public",40,50
"110","08002885","Escola Prosperitat","Barcelona","Public",20,25
"111","08002897","Escola Mestre Morera","Barcelona","Public",22,22
"112","08002915","Escola Brasil","Barcelona","Public",23,25
"113","08002927","Escola Joaquim Ruyra","Barcelona","Public",37,50
"114","08002952","Escola Enric Granados","Barcelona","Public",10,22
"115","08002976","Escola Ramon Casas","Barcelona","Public",34,50
"116","08002988","Escola Pare Poveda","Barcelona","Public",19,50
"118","08003014","Jesús Maria","Barcelona","Charter",38,50
"119","08003041","Sagrada Família","Barcelona","Charter",13,25
"120","08003087","Sant Joan Baptista","Barcelona","Charter",18,25
"121","08003294","Sant Felip Neri","Barcelona","Charter",28,25
"122","08003336","Sagrat Cor","Barcelona","Charter",29,25
"123","08003361","Maristes Anna Ravell","Barcelona","Charter",29,50
"124","08003491","Escola De Bosc de Montjuïc","Barcelona","Public",16,25
"125","08003543","Salesià de Sant Josep","Barcelona","Charter",33,25
"126","08003610","Jesús Maria","Barcelona","Charter",47,50
"127","08003671","Sant Pere Claver","Barcelona","Charter",18,25
"128","08003695","Escola Bàrkeno","Barcelona","Public",26,25
"129","08003701","Alfageme","Barcelona","Charter",15,25
"130","08003725","Garbiñe","Barcelona","Charter",18,25
"131","08003816","Thau","Barcelona","Charter",103,100
"132","08003907","La Salle Bonanova","Barcelona","Charter",131,125
"133","08003993","Canigó","Barcelona","Charter",82,100
"134","08004018","Mary Ward","Barcelona","Charter",30,25
"135","08004031","Sant Marc de Sarrià","Barcelona","Charter",20,25
"136","08004067","Sant Ignasi","Barcelona","Charter",109,100
"137","08004080","Sil","Barcelona","Charter",30,50
"138","08004122","Sagrado Corazón","Barcelona","Charter",35,50
"139","08004171","Santa Anna-Eixample","Barcelona","Charter",24,25
"140","08004195","Sant Gregori","Barcelona","Charter",30,50
"141","08004201","Santa Teresa - Ganduxer","Barcelona","Charter",77,75
"142","08004286","Escola Pia de Sarrià-Calassanç","Barcelona","Charter",54,75
"143","08004316","Decroly","Barcelona","Charter",14,25
"144","08004328","Nostra Senyora de Lurdes","Barcelona","Charter",41,50
"145","08004389","Escola Reina Violant-Comas i Solà","Barcelona","Public",29,25
"146","08004390","Sant Pau","Barcelona","Charter",49,50
"147","08004471","Nausica","Barcelona","Charter",13,25
"148","08004511","Betània-Patmos","Barcelona","Charter",87,100
"149","08004559","Abat Oliba-Loreto","Barcelona","Charter",62,75
"150","08004626","Infant Jesús","Barcelona","Charter",88,75
"151","08004641","Lys","Barcelona","Charter",19,25
"152","08004705","Reial Monestir de Santa Isabel","Barcelona","Charter",83,100
"153","08004717","Sagrat Cor-Sarrià","Barcelona","Charter",94,100
"154","08004742","Jesús i Maria","Barcelona","Charter",44,75
"155","08004778","Santa Dorotea","Barcelona","Charter",44,50
"156","08004869","Peter Pan","Barcelona","Charter",24,25
"157","08004900","Madres Concepcionistas de la Enseñanza","Barcelona","Charter",36,50
"158","08004912","Montserrat","Barcelona","Charter",64,50
"159","08005072","Sadako","Barcelona","Charter",50,50
"160","08005102","La Salle Comtal","Barcelona","Charter",30,50
"161","08005114","Mare del Diví Pastor","Barcelona","Charter",19,25
"162","08005151","Sant Francesc Xavier","Barcelona","Charter",7,25
"163","08005199","Casp-Sagrat Cor de Jesús","Barcelona","Charter",63,50
"164","08005266","Sagrat Cor-Diputació","Barcelona","Charter",48,50
"165","08005370","Jesuïtes Gràcia - Kostka","Barcelona","Charter",98,100
"166","08005382","Escolàpies Llúria-Barcelona","Barcelona","Charter",36,50
"167","08005394","Lestonnac","Barcelona","Charter",73,75
"168","08005412","Lleó XIII","Barcelona","Charter",10,25
"169","08005436","Dominiques de l'Ensenyament de Barcelona","Barcelona","Charter",53,75
"170","08005473","La Merced","Barcelona","Charter",7,25
"171","08005485","Marillac","Barcelona","Charter",12,25
"172","08005564","Maristes La Immaculada","Barcelona","Charter",50,75
"173","08005618","Vedruna Àngels","Barcelona","Charter",22,25
"174","08005643","Labouré","Barcelona","Charter",13,25
"175","08005734","Griselda","Barcelona","Charter",12,25
"176","08005746","Escola Pia Sant Antoni","Barcelona","Charter",63,100
"177","08005761","IPSE","Barcelona","Charter",31,50
"178","08005771","Shalom","Barcelona","Charter",29,50
"179","08005801","Mare de Déu del Roser","Barcelona","Charter",26,50
"180","08005965","Sant Francesc d'Assís","Barcelona","Charter",19,25
"181","08005990","Immaculada Concepció Barcelona","Barcelona","Charter",16,50
"182","08006052","Sant Josep Oriol","Barcelona","Charter",18,25
"183","08006118","Proa","Barcelona","Charter",49,50
"184","08006143","Josep Tous","Barcelona","Charter",56,50
"185","08006209","Sant Medir","Barcelona","Charter",21,25
"186","08006477","Lloret","Barcelona","Charter",25,25
"187","08006490","Montserrat","Barcelona","Charter",47,50
"188","08006532","Maristes Sants - les Corts","Barcelona","Charter",57,100
"189","08006751","Virolai","Barcelona","Charter",32,25
"190","08006908","Vedruna-Gràcia","Barcelona","Charter",33,50
"191","08006945","Acis-Artur Martorell","Barcelona","Charter",20,25
"192","08006970","Sant Josep","Barcelona","Charter",24,25
"193","08006994","Sant Josep-Teresianes","Barcelona","Charter",37,50
"194","08007032","La Salle Gràcia","Barcelona","Charter",24,25
"195","08007101","Reina Elisenda","Barcelona","Charter",24,25
"196","08007202","Escola Patronat Domènech","Barcelona","Public",37,25
"197","08007445","Escola Pia-Luz Casanova","Barcelona","Charter",20,25
"198","08007469","FEDAC-Amilcar","Barcelona","Charter",63,50
"199","08007482","Sant Lluís","Barcelona","Charter",16,25
"200","08007494","Sagrada Família","Barcelona","Charter",74,75
"201","08007524","Prínceps 23 d'Abril","Barcelona","Charter",18,25
"202","08007603","Arrels","Barcelona","Charter",40,50
"203","08007721","Jesús Maria","Barcelona","Charter",33,50
"204","08007858","Escolàpies Sant Martí - Barcelona","Barcelona","Charter",47,50
"205","08007871","Sant Ferran","Barcelona","Charter",19,25
"206","08007913","Mare de Déu de Núria","Barcelona","Charter",16,25
"207","08008012","San Rafael","Barcelona","Charter",12,25
"208","08008036","Joan Roca 1953","Barcelona","Charter",25,25
"209","08008267","L'Esperança","Barcelona","Charter",17,25
"210","08008279","FEDAC-Sant Andreu","Barcelona","Charter",53,50
"211","08008309","Mare Alfonsa Cavín","Barcelona","Charter",30,25
"212","08008361","Cor de Maria-Sabastida","Barcelona","Charter",35,50
"213","08008371","Mare de Déu dels Àngels","Barcelona","Charter",90,75
"214","08008401","Bon Pastor","Barcelona","Charter",40,50
"215","08008449","Escola Turó Blau","Barcelona","Public",18,23
"216","08008462","Jesús, Maria i Josep","Barcelona","Charter",76,75
"217","08008474","Valldaura","Barcelona","Charter",63,50
"218","08008504","Providencia del Corazón de Jesús","Barcelona","Charter",31,50
"220","08008516","Mare de Déu de la Soledat","Barcelona","Charter",28,25
"221","08008531","Amor de Dios","Barcelona","Charter",40,75
"222","08008656","Ramon Llull","Barcelona","Charter",17,25
"224","08008701","Grey","Barcelona","Charter",20,25
"225","08008747","Mireia","Barcelona","Charter",13,25
"226","08008784","Sant Gabriel","Barcelona","Charter",54,50
"227","08008796","Verns","Barcelona","Charter",21,25
"228","08008826","Miró","Barcelona","Charter",20,25
"229","08008851","Voramar","Barcelona","Charter",50,52
"230","08008930","San Francisco","Barcelona","Charter",26,25
"231","08008981","Sagrat Cor Besòs","Barcelona","Charter",43,50
"232","08009156","Sagrado Corazón","Barcelona","Charter",10,25
"233","08009171","Escola Casas","Barcelona","Public",25,25
"234","08009235","Santísima Trinidad","Barcelona","Charter",21,25
"235","08009247","Grèvol","Barcelona","Charter",62,52
"236","08009260","El Clot","Barcelona","Charter",92,75
"237","08009454","Sant Ramon Nonat","Barcelona","Charter",59,50
"238","08009466","Sant Ramon Nonat-Sagrat Cor","Barcelona","Charter",44,50
"239","08009508","Santa Teresa de Lisieux","Barcelona","Charter",35,50
"240","08009636","Sant Miquel","Barcelona","Charter",76,75
"241","08009673","Pare Manyanet","Barcelona","Charter",89,75
"242","08009685","Sagrada Família","Barcelona","Charter",30,50
"243","08009697","IPSI","Barcelona","Charter",101,100
"244","08009776","Escola Arc Iris","Barcelona","Public",33,25
"245","08009806","FEDAC-Horta","Barcelona","Charter",47,50
"246","08009934","La Salle Horta","Barcelona","Charter",36,50
"247","08009971","Guinardó","Barcelona","Charter",59,50
"248","08009995","Regina Carmeli","Barcelona","Charter",49,50
"249","08010006","Nou Patufet","Barcelona","Charter",14,25
"250","08010031","Grimm","Barcelona","Charter",26,25
"251","08010146","Escola del Mar","Barcelona","Public",32,25
"252","08010171","Immaculada Concepció","Barcelona","Charter",31,50
"253","08010201","Escola Parc del Guinardó","Barcelona","Public",28,25
"254","08010304","Santa Teresa de Jesús","Barcelona","Charter",20,25
"255","08010341","Vedruna Immaculada","Barcelona","Charter",54,50
"256","08010432","Sagrada Família-Horta","Barcelona","Charter",94,125
"257","08010468","Palcam","Barcelona","Charter",101,100
"258","08010501","Claret","Barcelona","Charter",84,100
"259","08010547","Mare de Déu del Coll","Barcelona","Charter",25,25
"260","08010641","Abat Oliba-Spínola","Barcelona","Charter",39,50
"261","08010821","Magòria","Barcelona","Charter",26,25
"262","08010912","Escola Ignasi Iglésias","Barcelona","Public",26,50
"263","08011096","Piaget","Barcelona","Charter",18,25
"264","08011199","Adela de Trenquelleón","Barcelona","Charter",55,50
"265","08011394","Sant Joan Bosco","Barcelona","Charter",62,75
"266","08011448","Gravi","Barcelona","Charter",20,50
"267","08011606","Asunción de Nuestra Señora","Barcelona","Charter",35,50
"268","08011941","Escola Pia Balmes","Barcelona","Charter",78,75
"269","08012027","Frederic Mistral-Tècnic Eulàlia","Barcelona","Charter",131,150
"270","08013081","Escola Coves d'en Cimany","Barcelona","Public",12,22
"272","08013305","Escola Ramon Berenguer III","Barcelona","Public",22,25
"273","08013408","Escola Barcelona","Barcelona","Public",44,50
"274","08013411","Escola Poble-sec","Barcelona","Public",52,46
"275","08013457","Escola Pegaso","Barcelona","Public",44,50
"276","08013640","Joan Pelegrí","Barcelona","Charter",69,75
"277","08013706","Castro  de la Peña","Barcelona","Charter",11,25
"278","08014097","Closa","Barcelona","Charter",39,50
"279","08014358","Aloma","Barcelona","Charter",28,25
"280","08014449","Mare de Déu del Roser Les Planes","Barcelona","Charter",2,25
"863","08031794","Escola Palma de Mallorca","Barcelona","Public",23,22
"864","08031800","Escola Pau Casals","Barcelona","Public",22,25
"865","08032099","John Talabot","Barcelona","Charter",26,25
"879","08032634","Escola Ferrer i Guàrdia","Barcelona","Public",47,44
"890","08033501","Escola Antoni Brusi","Barcelona","Public",73,78
"891","08033523","Escola La Muntanyeta","Barcelona","Public",35,25
"933","08035076","Montseny-Poblenou","Barcelona","Charter",64,52
"941","08035428","Escola La Farigola del Clot","Barcelona","Public",43,50
"942","08035431","Escola Bogatell","Barcelona","Public",37,52
"943","08035441","Escola Catalònia","Barcelona","Public",38,50
"944","08035453","Escola Tomàs Moro","Barcelona","Public",10,25
"945","08035465","Escola Mare Nostrum","Barcelona","Public",55,50
"946","08035477","Escola Santiago Rusiñol","Barcelona","Public",22,50
"951","08035842","Laia","Barcelona","Charter",13,25
"971","08036469","Urgell","Barcelona","Charter",18,25
"975","08037139","Centre Educatiu Projecte","Barcelona","Charter",27,25
"980","08037802","Escola Les Corts","Barcelona","Public",52,50
"981","08037814","Escola Alexandre Galí","Barcelona","Public",20,44
"982","08037841","Escola Splai","Barcelona","Public",35,25
"983","08037863","Escola Seat","Barcelona","Public",49,50
"1026","08039434","Escola Doctor Ferran i Clua","Barcelona","Public",37,50
"1027","08039471","Escola Mercè Rodoreda","Barcelona","Public",45,50
"1028","08039483","Escola Els Horts","Barcelona","Public",20,25
"1029","08039495","Escola La Palmera","Barcelona","Public",62,50
"1030","08039513","Escola Taxonera","Barcelona","Public",41,44
"1031","08039525","Escola La Sedeta","Barcelona","Public",14,25
"1032","08039537","Escola Torrent d'en Melis","Barcelona","Public",31,50
"1049","08039835","Escola Jovellanos","Barcelona","Public",29,50
"1054","08040199","Padre Damián Sagrados Corazones","Barcelona","Charter",73,75
"1064","08041179","Escola Mestre Enric Gibert i Camins","Barcelona","Public",65,50
"1084","08041751","Escola La Caixa","Barcelona","Public",28,25
"1085","08041911","Escola Els Pins","Barcelona","Public",21,25
"1086","08041969","Escola Pau Vila","Barcelona","Public",22,25
"1087","08041970","Escola Tres Pins","Barcelona","Public",27,25
"1090","08042305","Escola Joan Miró","Barcelona","Public",70,50
"1091","08042329","Escola Els Xiprers","Barcelona","Public",27,24
"1092","08042664","Solc","Barcelona","Charter",18,25
"1093","08042780","Escola Josep Maria Jujol","Barcelona","Public",45,50
"1102","08043103","Escola Antoni Balmanya","Barcelona","Public",41,50
"1103","08043115","Escola Provençals","Barcelona","Public",47,50
"1104","08043255","Escola Ítaca","Barcelona","Public",44,50
"1105","08043267","Escola Pau Casals-Gràcia","Barcelona","Public",63,50
"1106","08043279","Escola Pompeu Fabra","Barcelona","Public",51,25
"1107","08043292","Escola Tabor","Barcelona","Public",66,52
"1116","08043474","Escola L'Estel","Barcelona","Public",24,25
"1119","08043747","Escola Baloo","Barcelona","Public",27,25
"1122","08043784","Escola Àngels Garriga","Barcelona","Public",24,25
"1123","08043796","Escola Barrufet","Barcelona","Public",75,50
"1124","08043814","Escola Carlit","Barcelona","Public",31,25
"1125","08043838","Escola Turó del Cargol","Barcelona","Public",23,25
"1126","08043841","Escola Lavínia","Barcelona","Public",29,25
"1127","08043851","Escola Nabí","Barcelona","Public",28,25
"1128","08043863","Escola Orlandai","Barcelona","Public",25,25
"1129","08043875","Escola Pit-Roig","Barcelona","Public",27,25
"1130","08043887","Escola Sagrada Família","Barcelona","Public",52,50
"1131","08043899","Escola Tàber","Barcelona","Public",44,50
"1138","08043966","Escola Heura","Barcelona","Public",26,24
"1141","08044201","Escola Dovella","Barcelona","Public",35,25
"1153","08044791","Joan Roca Guipúzcoa","Barcelona","Charter",38,50
"1157","08045057","Escola El Sagrer","Barcelona","Public",64,50
"1162","08046281","Escola Estel-Guinardó","Barcelona","Public",34,25
"1163","08046293","Escola Cavall Bernat","Barcelona","Public",30,22
"1165","08049646","Mafalda","Barcelona","Charter",17,25
"1170","08051719","El Petit Santa Maria","Barcelona","Charter",28,25
"1171","08052165","Escola Octavio Paz","Barcelona","Public",14,25
"1173","08052335","Magnòlia","Barcelona","Charter",26,25
"1174","08052621","Escola Pau Romeva","Barcelona","Public",63,50
"1175","08052657","Escola Fort Pienc","Barcelona","Public",55,50
"1176","08052669","Escola Ferran Sunyer","Barcelona","Public",74,50
"1177","08052670","Escola Auró","Barcelona","Public",63,50
"1178","08052785","Escola Vila Olímpica","Barcelona","Public",64,52
"1193","08054022","Escola Marinada","Barcelona","Public",13,22
"1200","08054903","Escola Mediterrània","Barcelona","Public",31,22
"1207","08055932","Escola Torrent de Can Carabassa","Barcelona","Public",63,52
